exp_id,id_config,n_instancias,veces_mejor,veces_mejor_txt,mejor_en,tasa_factibilidad_global,rank_medio,tiempo_medio_s,n_instancias_sin_factibles,decision
E09_MREF,mref=max_efi,3,2,2/3,"large, medium",0.6666666666666666,1.0,9.281881925766653,1,<- mas veces mejor
E09_MREF,mref=min_efi,3,1,1/3,small,1.0,2.3333333333333335,9.5101006223,0,
E09_MREF,mref=min_coste,3,0,0/3,-,0.6666666666666666,2.0,9.41740085273331,1,
