exp_id,id_config,n_instancias,veces_mejor,veces_mejor_txt,mejor_en,tasa_factibilidad_global,rank_medio,tiempo_medio_s,n_instancias_sin_factibles,decision
E05_G,G=400,3,2,2/3,"large, medium",1.0,1.6666666666666667,27.55656653229998,0,<- mas veces mejor
E05_G,G=100,3,1,1/3,small,1.0,2.3333333333333335,6.949787898800014,0,
E05_G,G=200,3,0,0/3,-,1.0,2.0,13.909792475716651,0,
E05_G,G=50,3,0,0/3,-,1.0,4.0,3.4749865106666604,0,
