exp_id,instancia,id_config,semilla,generacion,evaluaciones,best_fitness,media_fitness,best_lcoh,factible_best
E06_NG,small,N=20_G=50,101,0,20,5304442.090786866,123266877.2255067,,False
E06_NG,small,N=20_G=50,101,1,40,5304442.090786866,62987752.682756186,,False
E06_NG,small,N=20_G=50,101,2,60,5304442.090786866,39874711.649389476,,False
E06_NG,small,N=20_G=50,101,3,80,5304442.090786866,21594675.52157376,,False
E06_NG,small,N=20_G=50,101,4,100,5304442.090786866,7804741.674832654,,False
E06_NG,small,N=20_G=50,101,5,120,5304442.090786866,5304442.497506866,,False
E06_NG,small,N=20_G=50,101,6,140,5304442.090786866,5304442.090786866,,False
E06_NG,small,N=20_G=50,101,7,160,5304442.090786866,5304442.090786866,,False
E06_NG,small,N=20_G=50,101,8,180,5304345.046325619,5304437.238563804,,False
E06_NG,small,N=20_G=50,101,9,200,5304345.046325619,5304437.238563804,,False
E06_NG,small,N=20_G=50,101,10,220,5304345.046325619,5304417.829671554,,False
E06_NG,small,N=20_G=50,101,11,240,5304345.046325619,5304403.2730023675,,False
E06_NG,small,N=20_G=50,101,12,260,5304345.046325619,5304379.011887056,,False
E06_NG,small,N=20_G=50,101,13,280,5304345.046325619,5304349.898548682,,False
E06_NG,small,N=20_G=50,101,14,300,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,15,320,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,16,340,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,17,360,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,18,380,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,19,400,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,20,420,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,21,440,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,22,460,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,23,480,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,24,500,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,25,520,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,26,540,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,27,560,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,28,580,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,29,600,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,30,620,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,31,640,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,32,660,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,33,680,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,34,700,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,35,720,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,36,740,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,37,760,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,38,780,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,39,800,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,40,820,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,41,840,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,42,860,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,43,880,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,44,900,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,45,920,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,46,940,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,47,960,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,48,980,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,49,1000,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,101,50,1020,5304345.046325619,5304345.046325619,,False
E06_NG,small,N=20_G=50,202,0,20,111875.09392357724,123263204.45097311,4.994423835873984,True
E06_NG,small,N=20_G=50,202,1,40,111875.09392357724,49175076.37693182,4.994423835873984,True
E06_NG,small,N=20_G=50,202,2,60,111875.09392357724,20531389.152739394,4.994423835873984,True
E06_NG,small,N=20_G=50,202,3,80,111875.09392357724,7835333.381942809,4.994423835873984,True
E06_NG,small,N=20_G=50,202,4,100,111875.09392357724,2629471.6968419156,4.994423835873984,True
E06_NG,small,N=20_G=50,202,5,120,111875.09392357724,111876.04438357723,4.994423835873984,True
E06_NG,small,N=20_G=50,202,6,140,111875.09392357724,111875.09392357725,4.994423835873984,True
E06_NG,small,N=20_G=50,202,7,160,111875.09392357724,111875.09392357725,4.994423835873984,True
E06_NG,small,N=20_G=50,202,8,180,111875.09392357724,111875.09392357725,4.994423835873984,True
E06_NG,small,N=20_G=50,202,9,200,109903.17751233063,111761.78605058265,4.906391853229046,True
E06_NG,small,N=20_G=50,202,10,220,109903.17751233063,111633.76612515582,4.906391853229046,True
E06_NG,small,N=20_G=50,202,11,240,109903.17751233063,111436.57448403115,4.906391853229046,True
E06_NG,small,N=20_G=50,202,12,260,109903.17751233063,110746.40374009486,4.906391853229046,True
