exp_id,instancia,id_config,semilla,generacion,evaluaciones,best_fitness,media_fitness,best_lcoh,factible_best
E08_INIT,small,init=A_frac=0.25,101,0,150,5304442.090786866,135462691.49134624,,False
E08_INIT,small,init=A_frac=0.25,101,1,300,5304442.090786866,77534662.34845254,,False
E08_INIT,small,init=A_frac=0.25,101,2,450,5304442.090786866,50637973.720359,,False
E08_INIT,small,init=A_frac=0.25,101,3,600,5304442.090786866,34920037.91486182,,False
E08_INIT,small,init=A_frac=0.25,101,4,750,112756.06995257453,23535969.65862117,5.033753122882792,True
E08_INIT,small,init=A_frac=0.25,101,5,900,111579.10252195122,13928735.847778004,4.98120993401568,True
E08_INIT,small,init=A_frac=0.25,101,6,1050,111579.10252195122,7052426.638668913,4.98120993401568,True
E08_INIT,small,init=A_frac=0.25,101,7,1200,111579.10252195122,3908750.4103963603,4.98120993401568,True
E08_INIT,small,init=A_frac=0.25,101,8,1350,111579.10252195122,2924337.8725031526,4.98120993401568,True
E08_INIT,small,init=A_frac=0.25,101,9,1500,111483.28704430896,1183143.042684707,4.976932457335222,True
E08_INIT,small,init=A_frac=0.25,101,10,1650,110094.36566368566,122534.46486172137,4.914927038557396,True
E08_INIT,small,init=A_frac=0.25,101,11,1800,110094.36566368566,112047.91306327551,4.914927038557396,True
E08_INIT,small,init=A_frac=0.25,101,12,1950,109213.44940243903,111636.86787620327,4.875600419751742,True
E08_INIT,small,init=A_frac=0.25,101,13,2100,109213.44940243903,111426.03593692684,4.875600419751742,True
E08_INIT,small,init=A_frac=0.25,101,14,2250,109213.44940243903,111120.62116666668,4.875600419751742,True
E08_INIT,small,init=A_frac=0.25,101,15,2400,109213.44940243903,110862.96816279767,4.875600419751742,True
E08_INIT,small,init=A_frac=0.25,101,16,2550,109213.44940243903,110460.16342079677,4.875600419751742,True
E08_INIT,small,init=A_frac=0.25,101,17,2700,109213.44940243903,110184.9007290235,4.875600419751742,True
E08_INIT,small,init=A_frac=0.25,101,18,2850,108943.78415243904,110042.59137701176,4.8635617925196,True
E08_INIT,small,init=A_frac=0.25,101,19,3000,108312.50243170733,109895.9309736676,4.835379572844077,True
E08_INIT,small,init=A_frac=0.25,101,20,3150,108312.50243170733,109766.77102973986,4.835379572844077,True
E08_INIT,small,init=A_frac=0.25,101,21,3300,108312.50243170733,109591.44305567029,4.835379572844077,True
