exp_id,id_config,n_instancias,veces_mejor,veces_mejor_txt,mejor_en,tasa_factibilidad_global,rank_medio,tiempo_medio_s,n_instancias_sin_factibles,decision
E04_N,N=200,3,2,2/3,"medium, small",1.0,1.3333333333333333,6.117282098550011,0,<- mas veces mejor
E04_N,N=150,3,1,1/3,large,1.0,1.6666666666666667,4.603599977383336,0,
E04_N,N=100,3,0,0/3,-,0.9833333333333334,3.0,3.0406936486666645,0,
E04_N,N=50,3,0,0/3,-,0.9,4.0,1.4625020941166513,0,
