exp_id,calibracion,instancia,P,J,K,M,HTotal,id_config,tam_poblacion,n_generaciones,tiempo_max,prob_cruce,prob_mutacion,k_torneo,elitismo,tipo_init,frac_semilla,pool_tipo,pool_n,pool_sigma,m_ref,w_visita,w_capacidad,w_camiones,w_produccion,presupuesto,semilla,rep,factible,lcoh,coste_total,capex,opex,transporte,penalizacion,fitness,viol_visita,viol_capacidad,viol_camiones,viol_produccion,n_camiones,n_plantas_abiertas,modos_usados,tiempo_s,generaciones_ejec,evaluaciones,gen_mejor,gen_estancamiento,error,timestamp,hash_config
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=20x400,20,400,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,20x400,1515,14,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.146902518999923,400,8020,25,375,,2026-09-05T08:16:56,c7ed447d7e
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=20x400,20,400,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,20x400,1616,15,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.150708907999615,400,8020,18,382,,2026-09-05T08:16:57,c7ed447d7e
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=20x400,20,400,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,20x400,1717,16,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.825900000002,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.5471972180002922,400,8020,55,345,,2026-09-05T08:16:59,c7ed447d7e
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=20x400,20,400,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,20x400,1818,17,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.825900000002,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.6729417310002646,400,8020,32,368,,2026-09-05T08:17:00,c7ed447d7e
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=20x400,20,400,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,20x400,1919,18,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.825900000002,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.1529979280003317,400,8020,33,367,,2026-09-05T08:17:01,c7ed447d7e
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=20x400,20,400,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,20x400,2020,19,True,4.6128332746624565,103327.46535243903,21100.0,72390.24390243903,9837.221450000001,0.0,103327.46535243903,0,0.0,0,0.0,8,4,liquido,1.1990616660000342,400,8020,46,354,,2026-09-05T08:17:03,c7ed447d7e
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,101,0,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.159767317999922,200,8040,23,177,,2026-09-05T08:17:04,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,202,1,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.143352658999902,200,8040,26,174,,2026-09-05T08:17:05,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,303,2,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.825900000002,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.1478644690000692,200,8040,32,168,,2026-09-05T08:17:06,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,404,3,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.146329958000024,200,8040,28,172,,2026-09-05T08:17:07,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,505,4,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.1446424790001402,200,8040,19,181,,2026-09-05T08:17:08,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,606,5,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.1580132179997236,200,8040,20,180,,2026-09-05T08:17:09,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,707,6,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.5453071580000142,200,8040,19,181,,2026-09-05T08:17:11,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,808,7,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.825900000002,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.6629225810002026,200,8040,12,188,,2026-09-05T08:17:13,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,909,8,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.1415483490000042,200,8040,27,173,,2026-09-05T08:17:14,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,1010,9,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.825900000002,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.1483809789997395,200,8040,18,182,,2026-09-05T08:17:15,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,1111,10,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.825900000002,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.117838010000014,200,8040,26,174,,2026-09-05T08:17:16,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,1212,11,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.126581299999998,200,8040,19,181,,2026-09-05T08:17:17,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,1313,12,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.130834299000071,200,8040,24,176,,2026-09-05T08:17:18,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,1414,13,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.142548189000081,200,8040,18,182,,2026-09-05T08:17:20,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,1515,14,True,4.6128332746624565,103327.46535243903,21100.0,72390.24390243903,9837.221450000001,0.0,103327.46535243903,0,0.0,0,0.0,8,4,liquido,1.1274250699998447,200,8040,39,161,,2026-09-05T08:17:21,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,1616,15,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.1308408999998392,200,8040,18,182,,2026-09-05T08:17:22,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,1717,16,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.825900000002,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.4551412020000498,200,8040,27,173,,2026-09-05T08:17:23,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,1818,17,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.7565457959999549,200,8040,21,179,,2026-09-05T08:17:25,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,1919,18,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.134003229999962,200,8040,24,176,,2026-09-05T08:17:26,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=40x200,40,200,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,40x200,2020,19,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.1281750499997543,200,8040,24,176,,2026-09-05T08:17:27,f03f3d2879
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,101,0,True,4.589244453233886,102799.07575243904,21100.0,72390.24390243903,9308.83185,0.0,102799.07575243904,0,0.0,0,0.0,8,4,liquido,1.1834333269998751,100,8080,42,58,,2026-09-05T08:17:28,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,202,1,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.825900000002,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.1506796489998123,100,8080,20,80,,2026-09-05T08:17:30,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,303,2,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.166913558000033,100,8080,16,84,,2026-09-05T08:17:31,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,404,3,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.825900000002,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.163206037999771,100,8080,21,79,,2026-09-05T08:17:32,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,505,4,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.1527206079999814,100,8080,22,78,,2026-09-05T08:17:33,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,606,5,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.825900000002,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.1476180589997966,100,8080,30,70,,2026-09-05T08:17:34,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,707,6,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.825900000002,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.506619000000228,100,8080,19,81,,2026-09-05T08:17:36,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,808,7,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.7504503170002863,100,8080,19,81,,2026-09-05T08:17:38,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,909,8,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.1373535490001814,100,8080,21,79,,2026-09-05T08:17:39,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,1010,9,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.1723834379999971,100,8080,21,79,,2026-09-05T08:17:40,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,1111,10,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.170399286999782,100,8080,22,78,,2026-09-05T08:17:41,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,1212,11,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.825900000002,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.1437742590001108,100,8080,23,77,,2026-09-05T08:17:42,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,1313,12,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.150373968999702,100,8080,23,77,,2026-09-05T08:17:43,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,1414,13,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.1544958580002458,100,8080,19,81,,2026-09-05T08:17:44,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,1515,14,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.825899999998,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.141320708999956,100,8080,18,82,,2026-09-05T08:17:46,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,1616,15,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.1425295089998144,100,8080,15,85,,2026-09-05T08:17:47,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,1717,16,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.5181240189999698,100,8080,23,77,,2026-09-05T08:17:48,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,1818,17,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.7382048469999063,100,8080,21,79,,2026-09-05T08:17:50,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,1919,18,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.825900000002,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.1702021680002872,100,8080,34,66,,2026-09-05T08:17:51,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=80x100,80,100,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,80x100,2020,19,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.1519231590000345,100,8080,22,78,,2026-09-05T08:17:52,dc9fd3cb5f
E10_PRESUP,Comparacion a presupuesto computacional constante (N x G = cte),small,4,8,16,3,22400.0,NxG=160x50,160,50,,0.6,0.2,2,True,B,0.5,nogood,8,0.15,min_efi,,,,,160x50,101,0,True,4.6045534210583625,103141.99663170733,21100.0,73073.17073170733,8968.8259,0.0,103141.99663170733,0,0.0,0,0.0,8,4,liquido,1.2858765519999906,50,8160,17,33,,2026-09-05T08:17:54,16d11017c0
